transaction_id,processing_date,gross_amount,operator_fee,net_amount
TX_202606_04015,2026-06-05 17:32:20,635.72,12.71,623.01
TX_202606_04016,2026-06-03 12:31:16,599.28,11.99,587.29
TX_202606_04017,2026-06-03 14:09:08,780.23,15.6,764.63
TX_202606_04018,2026-06-01 18:32:44,312.95,6.26,306.69
TX_202606_04019,2026-06-02 02:28:06,778.92,15.58,763.34
TX_202606_04020,2026-06-05 00:04:20,1482.78,29.66,1453.12
TX_202606_04021,2026-06-05 21:14:38,871.84,17.44,854.4
TX_202606_04022,2026-06-05 13:22:44,480.81,9.62,471.19
TX_202606_04023,2026-06-05 22:49:47,1125.26,22.51,1102.75
TX_202606_04024,2026-06-03 15:01:27,52.31,1.05,51.26
TX_202606_04025,2026-06-01 09:49:51,516.99,10.34,506.65
TX_202606_04026,2026-06-04 22:53:46,399.62,7.99,391.63
TX_202606_04027,2026-06-04 17:52:04,139.41,2.79,136.62
TX_202606_04028,2026-06-04 01:43:08,890.54,17.81,872.73
TX_202606_04029,2026-06-04 02:44:54,777.64,15.55,762.09
TX_202606_04030,2026-06-03 06:16:59,1284.45,25.69,1258.76
TX_202606_04031,2026-06-03 19:53:18,70.95,1.42,69.53
TX_202606_04032,2026-06-05 01:02:54,166.51,3.33,163.18
TX_202606_04033,2026-06-04 03:41:05,297.49,5.95,291.54
TX_202606_04034,2026-06-03 02:32:46,581.84,11.64,570.2
TX_202606_04035,2026-06-02 02:10:28,1444.28,28.89,1415.39
TX_202606_04036,2026-06-04 03:38:37,550.62,11.01,539.61
TX_202606_04037,2026-06-01 09:54:21,309.47,6.19,303.28
TX_202606_04038,2026-06-03 01:01:12,309.8,6.2,303.6
TX_202606_04039,2026-06-02 20:08:22,212.73,4.25,208.48
TX_202606_04040,2026-06-03 11:47:20,1177.61,23.55,1154.06
TX_202606_04041,2026-06-04 10:29:58,1396.91,27.94,1368.97
TX_202606_04042,2026-06-01 13:25:14,194.26,3.89,190.37
TX_202606_04043,2026-06-02 22:37:19,861.48,17.23,844.25
TX_202606_04044,2026-06-02 00:39:46,1396.95,27.94,1369.01
TX_202606_04045,2026-06-05 19:03:15,1104.8,22.1,1082.7
TX_202606_04046,2026-06-01 16:16:14,341.07,6.82,334.25
TX_202606_04047,2026-06-02 10:00:10,722.3,14.45,707.85
TX_202606_04048,2026-06-04 20:56:01,706.95,14.14,692.81
TX_202606_04049,2026-06-05 06:52:46,1485.87,29.72,1456.15
TX_202606_04050,2026-06-05 04:04:53,422.37,8.45,413.92
TX_202606_04051,2026-06-01 15:46:40,105.44,2.11,103.33
TX_202606_04052,2026-06-04 20:34:09,123.26,2.47,120.79
TX_202606_04053,2026-06-04 05:08:55,411.76,8.24,403.52
TX_202606_04054,2026-06-04 11:07:58,1453.76,29.08,1424.68
TX_202606_04055,2026-06-02 10:12:17,1244.15,24.88,1219.27
TX_202606_04056,2026-06-04 14:16:00,136.01,2.72,133.29
TX_202606_04057,2026-06-05 03:48:25,1253.17,25.06,1228.11
TX_202606_04058,2026-06-01 12:37:32,1059.02,21.18,1037.84
TX_202606_04059,2026-06-03 08:02:26,1380.63,27.61,1353.02
TX_202606_04060,2026-06-03 17:25:37,1379.4,27.59,1351.81
TX_202606_04061,2026-06-02 06:40:02,323.15,6.46,316.69
TX_202606_04062,2026-06-05 13:04:27,223.18,4.46,218.72
TX_202606_04063,2026-06-05 23:46:05,1208.3,24.17,1184.13
TX_202606_04064,2026-06-03 20:53:14,801.5,16.03,785.47
TX_202606_04065,2026-06-04 22:13:13,912.81,18.26,894.55
TX_202606_04066,2026-06-05 08:47:38,973.05,19.46,953.59
TX_202606_04067,2026-06-05 07:23:40,205.31,4.11,201.2
TX_202606_04068,2026-06-01 13:51:59,773.37,15.47,757.9
TX_202606_04069,2026-06-05 01:37:15,833.37,16.67,816.7
TX_202606_04070,2026-06-01 08:44:13,1475.99,29.52,1446.47
TX_202606_04071,2026-06-05 11:34:59,1389.83,27.8,1362.03
TX_202606_04072,2026-06-02 21:23:23,1098.44,21.97,1076.47
TX_202606_04073,2026-06-05 04:40:22,958.12,19.16,938.96
TX_202606_04074,2026-06-01 11:18:12,880.84,17.62,863.22
TX_202606_04075,2026-06-04 13:42:41,1454.12,29.08,1425.04
TX_202606_04076,2026-06-01 02:40:50,290.65,5.81,284.84
TX_202606_04077,2026-06-05 00:49:46,71.05,1.42,69.63
TX_202606_04078,2026-06-03 14:55:11,1370.55,27.41,1343.14
TX_202606_04079,2026-06-03 15:24:42,1005.37,20.11,985.26
TX_202606_04080,2026-06-03 12:28:46,1047.21,20.94,1026.27
TX_202606_04081,2026-06-05 05:06:10,388.91,7.78,381.13
TX_202606_04082,2026-06-04 18:52:05,1331.51,26.63,1304.88
TX_202606_04083,2026-06-04 13:14:48,1068.24,21.36,1046.88
TX_202606_04084,2026-06-02 10:20:28,56.4,1.13,55.27
TX_202606_04085,2026-06-03 06:00:10,585.07,11.7,573.37
TX_202606_04086,2026-06-03 11:53:55,199.03,3.98,195.05
TX_202606_04087,2026-06-04 12:47:43,1327.99,26.56,1301.43
TX_202606_04088,2026-06-01 00:28:36,1065.14,21.3,1043.84
TX_202606_04089,2026-06-04 14:08:44,721.61,14.43,707.18
TX_202606_04090,2026-06-03 14:01:26,1113.04,22.26,1090.78
TX_202606_04091,2026-06-05 15:07:06,484.53,9.69,474.84
TX_202606_04092,2026-06-04 02:32:53,1166.17,23.32,1142.85
TX_202606_04093,2026-06-03 22:40:03,302.33,6.05,296.28
TX_202606_04094,2026-06-03 11:33:53,228.61,4.57,224.04
TX_202606_04095,2026-06-03 01:37:04,853.65,17.07,836.58
TX_202606_04096,2026-06-04 20:31:11,1204.27,24.09,1180.18
TX_202606_04097,2026-06-03 04:02:59,458.5,9.17,449.33
TX_202606_04098,2026-06-03 06:34:46,636.3,12.73,623.57
TX_202606_04099,2026-06-03 02:43:01,343.01,6.86,336.15
TX_202606_04100,2026-06-01 07:26:00,12.4,0.25,12.15
TX_202606_04101,2026-06-04 18:20:22,381.61,7.63,373.98
TX_202606_04102,2026-06-04 00:27:46,664.66,13.29,651.37
TX_202606_04103,2026-06-05 03:54:01,551.11,11.02,540.09
TX_202606_04104,2026-06-05 22:00:22,765.11,15.3,749.81
TX_202606_04105,2026-06-04 23:19:26,683.76,13.68,670.08
TX_202606_04106,2026-06-05 01:04:48,148.7,2.97,145.73
TX_202606_04107,2026-06-03 00:54:30,724.27,14.49,709.78
TX_202606_04108,2026-06-05 13:02:13,1206.13,24.12,1182.01
TX_202606_04109,2026-06-03 19:59:16,1075.6,21.51,1054.09
TX_202606_04110,2026-06-02 18:52:00,1101.13,22.02,1079.11
TX_202606_04111,2026-06-04 00:46:56,1014.64,20.29,994.35
TX_202606_04112,2026-06-03 18:16:33,1131.51,22.63,1108.88
TX_202606_04113,2026-06-05 04:40:22,186.89,3.74,183.15
TX_202606_04114,2026-06-04 17:49:58,462.3,9.25,453.05
TX_202606_04115,2026-06-02 23:01:30,1426.69,28.53,1398.16
TX_202606_04116,2026-06-01 15:45:27,603.47,12.07,591.4
TX_202606_04117,2026-06-01 19:05:08,716.79,14.34,702.45
TX_202606_04118,2026-06-02 21:35:05,1124.78,22.5,1102.28
TX_202606_04119,2026-06-05 14:05:32,1149.44,22.99,1126.45
TX_202606_04120,2026-06-04 02:28:40,1381.18,27.62,1353.56
TX_202606_04121,2026-06-03 22:20:36,1429.03,28.58,1400.45
TX_202606_04122,2026-06-01 04:33:57,63.67,1.27,62.4
TX_202606_04123,2026-06-03 18:17:31,588.75,11.78,576.97
TX_202606_04124,2026-06-01 15:47:41,1224.98,24.5,1200.48
TX_202606_04125,2026-06-03 08:31:19,327.69,6.55,321.14
TX_202606_04126,2026-06-03 20:51:47,805.49,16.11,789.38
TX_202606_04127,2026-06-02 22:43:15,1426.31,28.53,1397.78
TX_202606_04128,2026-06-03 04:25:23,116.42,2.33,114.09
TX_202606_04129,2026-06-01 13:14:28,238.07,4.76,233.31
TX_202606_04130,2026-06-05 22:06:43,412.76,8.26,404.5
TX_202606_04131,2026-06-04 02:37:09,733.97,14.68,719.29
TX_202606_04132,2026-06-02 17:54:01,457.95,9.16,448.79
TX_202606_04133,2026-06-02 13:49:19,1360.19,27.2,1332.99
TX_202606_04134,2026-06-02 02:56:08,1393.45,27.87,1365.58
TX_202606_04135,2026-06-02 21:11:12,394.7,7.89,386.81
TX_202606_04136,2026-06-05 17:06:19,690.37,13.81,676.56
TX_202606_04137,2026-06-01 23:54:30,257.82,5.16,252.66
TX_202606_04138,2026-06-01 08:17:52,1244.32,24.89,1219.43
TX_202606_04139,2026-06-01 09:34:30,267.18,5.34,261.84
TX_202606_04140,2026-06-04 03:06:54,804.83,16.1,788.73
TX_202606_04141,2026-06-01 10:44:49,1104.58,22.09,1082.49
TX_202606_04142,2026-06-02 10:29:14,244.77,4.9,239.87
TX_202606_04143,2026-06-05 23:03:47,1345.51,26.91,1318.6
TX_202606_04144,2026-06-03 16:29:24,708.51,14.17,694.34
TX_202606_04145,2026-06-01 09:31:58,852.99,17.06,835.93
TX_202606_04146,2026-06-03 03:10:43,1456.0,29.12,1426.88
TX_202606_04147,2026-06-02 16:28:57,1165.24,23.3,1141.94
TX_202606_04148,2026-06-04 19:41:55,402.38,8.05,394.33
TX_202606_04149,2026-06-02 01:27:24,1304.45,26.09,1278.36
TX_202606_04150,2026-06-03 14:03:48,921.43,18.43,903.0
TX_202606_04151,2026-06-05 14:38:33,771.05,15.42,755.63
TX_202606_04152,2026-06-02 02:23:55,982.95,19.66,963.29
TX_202606_04153,2026-06-05 18:32:58,38.71,0.77,37.94
TX_202606_04154,2026-06-01 17:51:14,1197.5,23.95,1173.55
TX_202606_04155,2026-06-02 08:25:10,1300.2,26.0,1274.2
TX_202606_04156,2026-06-03 15:36:12,1452.22,29.04,1423.18
TX_202606_04157,2026-06-03 08:27:52,782.66,15.65,767.01
TX_202606_04158,2026-06-04 03:04:55,1414.35,28.29,1386.06
TX_202606_04159,2026-06-01 14:51:06,461.7,9.23,452.47
TX_202606_04160,2026-06-02 17:01:49,39.21,0.78,38.43
TX_202606_04161,2026-06-03 14:42:39,437.47,8.75,428.72
TX_202606_04162,2026-06-05 23:55:29,1296.99,25.94,1271.05
TX_202606_04163,2026-06-04 05:50:35,1174.35,23.49,1150.86
TX_202606_04164,2026-06-04 01:43:00,1317.68,26.35,1291.33
TX_202606_04165,2026-06-02 17:55:29,922.65,18.45,904.2
TX_202606_04166,2026-06-03 05:24:03,1024.21,20.48,1003.73
TX_202606_04167,2026-06-03 16:02:03,1183.72,23.67,1160.05
TX_202606_04168,2026-06-05 23:16:16,169.55,3.39,166.16
TX_202606_04169,2026-06-04 06:30:12,384.94,7.7,377.24
TX_202606_04170,2026-06-03 17:18:16,1054.14,21.08,1033.06
TX_202606_04171,2026-06-02 06:57:08,619.76,12.4,607.36
TX_202606_04172,2026-06-02 06:39:48,628.22,12.56,615.66
TX_202606_04173,2026-06-05 09:13:42,145.8,2.92,142.88
TX_202606_04174,2026-06-02 01:37:33,703.3,14.07,689.23
TX_202606_04175,2026-06-03 20:54:01,555.41,13.89,541.52
TX_202606_04176,2026-06-01 03:07:40,1188.68,23.77,1164.91
TX_202606_04177,2026-06-03 05:19:48,958.14,19.16,938.98
TX_202606_04178,2026-06-05 01:39:58,1193.23,23.86,1169.37
TX_202606_04179,2026-06-01 21:46:09,24.3,0.49,23.81
TX_202606_04180,2026-06-02 11:01:15,148.97,2.98,145.99
TX_202606_04181,2026-06-04 08:04:00,1345.87,26.92,1318.95
TX_202606_04182,2026-06-01 21:31:13,23.91,0.48,23.43
TX_202606_04183,2026-06-05 10:12:20,1347.26,26.95,1320.31
TX_202606_04184,2026-06-02 11:13:38,881.38,17.63,863.75
TX_202606_04185,2026-06-02 01:59:48,1057.95,21.16,1036.79
TX_202606_04186,2026-06-05 12:19:31,1157.92,28.95,1128.97
TX_202606_04187,2026-06-05 10:59:30,738.06,14.76,723.3
TX_202606_04188,2026-06-01 14:20:28,1178.53,23.57,1154.96
TX_202606_04189,2026-06-03 15:19:28,661.25,13.22,648.03
TX_202606_04190,2026-06-01 09:29:49,1121.0,22.42,1098.58
TX_202606_04191,2026-06-04 05:23:37,156.64,3.13,153.51
TX_202606_04192,2026-06-02 18:57:36,1308.8,26.18,1282.62
TX_202606_04193,2026-06-01 03:29:18,24.89,0.5,24.39
TX_202606_04194,2026-06-02 05:23:35,548.7,10.97,537.73
TX_202606_04195,2026-06-01 08:30:58,1307.57,26.15,1281.42
TX_202606_04196,2026-06-05 20:16:16,1352.67,27.05,1325.62
TX_202606_04197,2026-06-03 17:02:45,1418.32,28.37,1389.95
TX_202606_04198,2026-06-05 10:38:53,675.52,13.51,662.01
TX_202606_04199,2026-06-01 05:56:35,1132.37,22.65,1109.72
TX_202606_04200,2026-06-05 19:48:11,160.11,3.2,156.91
TX_202606_04201,2026-06-05 10:08:11,1420.15,28.4,1391.75
TX_202606_04202,2026-06-01 09:54:54,899.19,17.98,881.21
TX_202606_04203,2026-06-03 19:29:51,67.06,1.34,65.72
TX_202606_04204,2026-06-03 03:01:04,475.33,9.51,465.82
TX_202606_04205,2026-06-04 20:27:11,1046.42,20.93,1025.49
TX_202606_04206,2026-06-04 13:48:05,828.73,16.57,812.16
TX_202606_04207,2026-06-02 01:52:48,1126.7,22.53,1104.17
TX_202606_04208,2026-06-03 11:46:56,1213.7,24.27,1189.43
TX_202606_04209,2026-06-01 17:49:38,162.16,3.24,158.92
TX_202606_04210,2026-06-04 13:25:14,49.42,0.99,48.43
TX_202606_04211,2026-06-05 18:44:07,136.65,2.73,133.92
TX_202606_04212,2026-06-02 15:18:33,987.82,19.76,968.06
TX_202606_04213,2026-06-03 00:18:15,666.75,13.34,653.41
TX_202606_04214,2026-06-03 01:23:36,149.03,2.98,146.05
TX_202606_04215,2026-06-03 06:18:03,471.04,9.42,461.62
TX_202606_04216,2026-06-03 13:58:44,1387.97,27.76,1360.21
TX_202606_04217,2026-06-03 01:21:32,1079.15,21.58,1057.57
TX_202606_04218,2026-06-04 11:19:20,1225.26,24.51,1200.75
TX_202606_04219,2026-06-03 23:34:19,1365.93,27.32,1338.61
TX_202606_04220,2026-06-01 01:36:10,296.2,5.92,290.28
TX_202606_04221,2026-06-01 00:40:47,524.74,10.49,514.25
TX_202606_04222,2026-06-02 04:43:31,652.69,13.05,639.64
TX_202606_04223,2026-06-03 00:09:53,438.65,8.77,429.88
TX_202606_04224,2026-06-02 04:02:47,1399.7,27.99,1371.71
TX_202606_04225,2026-06-02 03:10:42,289.55,5.79,283.76
TX_202606_04226,2026-06-05 06:16:56,427.77,8.56,419.21
TX_202606_04227,2026-06-03 02:42:45,931.67,18.63,913.04
TX_202606_04228,2026-06-05 22:31:02,1226.67,24.53,1202.14
TX_202606_04229,2026-06-05 08:33:05,1095.44,21.91,1073.53
TX_202606_04230,2026-06-02 12:38:30,995.98,19.92,976.06
TX_202606_04231,2026-06-03 11:14:49,1118.43,22.37,1096.06
TX_202606_04232,2026-06-02 14:41:31,1064.45,21.29,1043.16
TX_202606_04233,2026-06-03 12:22:36,1468.42,29.37,1439.05
TX_202606_04233,2026-06-03 12:22:36,1468.42,29.37,1439.05
TX_202606_04234,2026-06-04 08:21:03,387.83,7.76,380.07
TX_202606_04235,2026-06-02 20:22:26,690.53,13.81,676.72
TX_202606_04236,2026-06-01 03:46:02,1464.96,29.3,1435.66
TX_202606_04237,2026-06-05 06:51:10,677.69,13.55,664.14
TX_202606_04238,2026-06-03 10:25:28,1051.33,21.03,1030.3
TX_202606_04239,2026-06-03 07:01:23,1490.25,29.8,1460.45
TX_202606_04240,2026-06-05 02:19:37,1165.03,23.3,1141.73
TX_202606_04241,2026-06-04 18:33:47,1188.12,23.76,1164.36
TX_202606_04242,2026-06-01 09:38:52,403.32,8.07,395.25
TX_202606_04243,2026-06-02 19:20:50,282.13,5.64,276.49
TX_202606_04244,2026-06-04 00:15:47,315.61,6.31,309.3
TX_202606_04245,2026-06-03 10:10:23,1492.36,29.85,1462.51
TX_202606_04246,2026-06-03 12:23:36,935.65,18.71,916.94
TX_202606_04247,2026-06-05 05:33:00,56.64,1.13,55.51
TX_202606_04248,2026-06-04 07:34:22,1336.5,26.73,1309.77
TX_202606_04250,2026-06-02 17:11:35,695.2,13.9,681.3
TX_202606_04251,2026-06-05 12:05:07,1434.8,28.7,1406.1
TX_202606_04252,2026-06-04 06:53:32,676.5,13.53,662.97
TX_202606_04253,2026-06-05 04:45:00,699.9,14.0,685.9
TX_202606_04254,2026-06-05 23:57:27,1034.56,20.69,1013.87
TX_202606_04255,2026-06-04 23:06:29,1093.22,21.86,1071.36
TX_202606_04257,2026-06-05 13:40:45,1185.55,23.71,1161.84
TX_202606_04258,2026-06-04 17:55:48,1435.92,28.72,1407.2
TX_202606_04259,2026-06-01 18:23:56,1452.38,29.05,1423.33
TX_202606_04260,2026-06-05 13:06:57,94.43,1.89,92.54
TX_202606_04261,2026-06-04 15:34:32,1085.41,21.71,1063.7
TX_202606_04262,2026-06-05 17:02:20,880.91,17.62,863.29
TX_202606_04263,2026-06-03 09:59:35,16.82,0.34,16.48
TX_202606_04264,2026-06-05 00:18:04,933.45,18.67,914.78
TX_202606_04265,2026-06-02 01:00:17,1099.41,21.99,1077.42
TX_202606_04266,2026-06-05 05:26:21,540.18,10.8,529.38
TX_202606_04267,2026-06-02 20:53:35,658.35,13.17,645.18
TX_202606_04268,2026-06-04 03:29:40,1203.21,24.06,1179.15
TX_202606_04269,2026-06-04 19:50:59,431.9,8.64,423.26
TX_202606_04270,2026-06-01 23:37:58,817.43,16.35,801.08
TX_202606_04271,2026-06-04 20:39:51,1382.04,27.64,1354.4
TX_202606_04272,2026-06-01 16:58:12,1211.63,24.23,1187.4
TX_202606_04273,2026-06-04 13:34:34,497.16,9.94,487.22
TX_202606_04274,2026-06-01 15:35:00,32.77,0.66,32.11
TX_202606_04275,2026-06-02 18:46:04,329.94,6.6,323.34
TX_202606_04276,2026-06-03 11:08:40,1324.19,26.48,1297.71
TX_202606_04277,2026-06-04 20:16:08,1161.87,23.24,1138.63
TX_202606_04278,2026-06-03 13:18:21,150.66,3.01,147.65
TX_202606_04279,2026-06-03 17:17:12,1139.64,22.79,1116.85
TX_202606_04280,2026-06-05 10:34:45,838.22,16.76,821.46
TX_202606_04281,2026-06-03 16:04:49,463.42,9.27,454.15
TX_202606_04282,2026-06-05 02:26:22,1389.45,27.79,1361.66
TX_202606_04283,2026-06-05 00:41:54,159.63,3.19,156.44
TX_202606_04284,2026-06-04 22:46:09,1365.6,27.31,1338.29
TX_202606_04284,2026-06-04 22:46:09,1365.6,27.31,1338.29
TX_202606_04285,2026-06-05 19:27:56,816.8,16.34,800.46
TX_202606_04286,2026-06-03 10:52:18,31.9,0.64,31.26
TX_202606_04287,2026-06-02 05:16:28,1160.77,23.22,1137.55
TX_202606_04288,2026-06-04 21:52:23,1442.6,28.85,1413.75
TX_202606_04289,2026-06-02 01:45:04,324.64,6.49,318.15
TX_202606_04290,2026-06-01 00:58:12,637.12,12.74,624.38
TX_202606_04291,2026-06-04 08:39:44,68.62,1.37,67.25
TX_202606_04292,2026-06-01 15:36:06,953.26,19.07,934.19
TX_202606_04293,2026-06-05 04:19:05,807.84,16.16,791.68
TX_202606_04294,2026-06-02 05:25:34,356.07,7.12,348.95
TX_202606_04295,2026-06-05 14:19:58,51.4,1.03,50.37
TX_202606_04296,2026-06-01 14:18:14,1281.09,25.62,1255.47
TX_202606_04297,2026-06-05 00:47:45,363.94,7.28,356.66
TX_202606_04298,2026-06-01 14:28:29,1245.95,24.92,1221.03
TX_202606_04299,2026-06-01 07:32:08,723.87,14.48,709.39
TX_202606_04300,2026-06-03 12:23:38,810.81,16.22,794.59
TX_202606_04301,2026-06-04 06:30:32,416.83,8.34,408.49
TX_202606_04302,2026-06-04 10:28:50,1422.47,28.45,1394.02
TX_202606_04303,2026-06-03 19:52:05,291.94,5.84,286.1
TX_202606_04304,2026-06-02 01:29:18,182.31,3.65,178.66
TX_202606_04305,2026-06-04 05:54:13,763.6,15.27,748.33
TX_202606_04306,2026-06-01 13:17:46,104.85,2.1,102.75
TX_202606_04307,2026-06-04 10:09:34,1401.96,28.04,1373.92
TX_202606_04308,2026-06-05 02:08:25,937.29,18.75,918.54
TX_202606_04309,2026-06-01 10:26:52,274.11,5.48,268.63
TX_202606_04310,2026-06-01 08:58:48,1295.04,25.9,1269.14
TX_202606_04311,2026-06-04 21:41:45,102.87,2.06,100.81
TX_202606_04312,2026-06-05 08:02:08,654.3,13.09,641.21
TX_202606_04313,2026-06-01 11:52:31,778.29,15.57,762.72
TX_202606_04314,2026-06-03 13:32:44,1053.19,21.06,1032.13
TX_202606_04315,2026-06-02 02:55:49,1118.81,22.38,1096.43
TX_202606_04316,2026-06-02 05:46:24,1124.91,22.5,1102.41
TX_202606_04317,2026-06-05 08:25:08,776.44,15.53,760.91
TX_202606_04318,2026-06-01 12:01:25,629.7,12.59,617.11
TX_202606_04319,2026-06-01 08:10:38,1088.53,21.77,1066.76
TX_202606_04320,2026-06-02 19:15:07,403.94,8.08,395.86
TX_202606_04321,2026-06-02 19:24:43,251.51,5.03,246.48
TX_202606_04322,2026-06-01 02:24:42,403.49,8.07,395.42
TX_202606_04323,2026-06-02 09:17:06,766.08,15.32,750.76
TX_202606_04324,2026-06-03 06:40:18,806.15,16.12,790.03
TX_202606_04325,2026-06-03 08:36:08,1208.07,24.16,1183.91
TX_202606_04326,2026-06-02 13:20:15,1213.35,24.27,1189.08
TX_202606_04327,2026-06-03 09:33:13,646.8,12.94,633.86
TX_202606_04328,2026-06-04 11:00:43,692.75,13.86,678.89
TX_202606_04329,2026-06-04 07:32:24,228.8,4.58,224.22
TX_202606_04330,2026-06-04 13:48:19,793.84,15.88,777.96
TX_202606_04331,2026-06-03 04:13:17,146.6,2.93,143.67
TX_202606_04332,2026-06-02 03:47:40,927.26,18.55,908.71
TX_202606_04333,2026-06-02 22:40:43,415.67,8.31,407.36
TX_202606_04334,2026-06-04 01:02:39,693.7,13.87,679.83
TX_202606_04335,2026-06-01 17:00:34,640.0,12.8,627.2
TX_202606_04336,2026-06-03 18:44:42,1115.3,22.31,1092.99
TX_202606_04337,2026-06-04 03:10:56,525.3,10.51,514.79
TX_202606_04338,2026-06-03 09:47:11,1475.64,29.51,1446.13
TX_202606_04339,2026-06-01 11:01:56,359.98,7.2,352.78
TX_202606_04340,2026-06-03 23:13:20,1366.48,27.33,1339.15
TX_202606_04341,2026-06-01 15:29:33,1141.68,22.83,1118.85
TX_202606_04342,2026-06-05 11:34:39,474.65,9.49,465.16
TX_202606_04343,2026-06-01 18:13:15,1479.18,29.58,1449.6
TX_202606_04344,2026-06-02 01:55:28,671.99,13.44,658.55
TX_202606_04345,2026-06-03 20:54:29,497.92,9.96,487.96
TX_202606_04346,2026-06-02 10:05:46,651.94,13.04,638.9
TX_202606_04347,2026-06-03 23:51:58,452.55,9.05,443.5
TX_202606_04348,2026-06-02 13:32:51,1352.26,27.05,1325.21
TX_202606_04349,2026-06-01 06:39:11,127.52,2.55,124.97
TX_202606_04350,2026-06-01 22:54:03,283.38,5.67,277.71
TX_202606_04351,2026-06-01 19:33:42,379.63,7.59,372.04
TX_202606_04352,2026-06-01 01:55:55,1294.34,25.89,1268.45
TX_202606_04353,2026-06-05 18:49:17,227.73,4.55,223.18
TX_202606_04354,2026-06-05 02:17:11,852.14,17.04,835.1
TX_202606_04355,2026-06-03 00:29:23,151.03,3.02,148.01
TX_202606_04356,2026-06-05 14:33:29,1311.77,26.24,1285.53
TX_202606_04357,2026-06-01 16:14:35,365.8,7.32,358.48
TX_202606_04358,2026-06-01 19:53:31,291.79,5.84,285.95
TX_202606_04359,2026-06-02 19:13:50,1190.2,23.8,1166.4
TX_202606_04360,2026-06-03 08:26:47,368.69,7.37,361.32
TX_202606_04361,2026-06-04 13:11:14,820.7,16.41,804.29
TX_202606_04362,2026-06-04 08:45:04,132.18,2.64,129.54
TX_202606_04363,2026-06-03 18:45:29,577.24,11.54,565.7
TX_202606_04364,2026-06-05 19:49:13,348.9,6.98,341.92
TX_202606_04365,2026-06-04 21:10:33,292.01,5.84,286.17
TX_202606_04366,2026-06-05 14:46:06,815.12,16.3,798.82
TX_202606_04367,2026-06-03 03:08:56,628.14,12.56,615.58
TX_202606_04368,2026-06-04 12:42:53,1356.2,27.12,1329.08
TX_202606_04369,2026-06-04 12:32:35,889.08,17.78,871.3
TX_202606_04370,2026-06-01 12:08:26,769.73,15.39,754.34
TX_202606_04371,2026-06-01 23:52:54,1205.31,24.11,1181.2
TX_202606_04372,2026-06-02 06:59:51,1015.42,20.31,995.11
TX_202606_04373,2026-06-03 22:43:39,600.82,12.02,588.8
TX_202606_04374,2026-06-05 20:23:11,20.89,0.42,20.47
TX_202606_04375,2026-06-05 11:00:55,229.66,4.59,225.07
TX_202606_04376,2026-06-05 21:20:45,645.81,12.92,632.89
TX_202606_04377,2026-06-01 14:23:04,1297.39,25.95,1271.44
TX_202606_04378,2026-06-04 11:22:44,1494.58,29.89,1464.69
TX_202606_04379,2026-06-02 15:51:30,1206.95,24.14,1182.81
TX_202606_04380,2026-06-01 20:49:31,115.8,2.32,113.48
TX_202606_04381,2026-06-04 20:40:43,299.76,6.0,293.76
TX_202606_04382,2026-06-02 07:29:11,1133.52,22.67,1110.85
TX_202606_04383,2026-06-03 20:51:19,515.26,10.31,504.95
TX_202606_04384,2026-06-02 13:37:47,918.99,18.38,900.61
TX_202606_04385,2026-06-05 18:32:43,305.64,6.11,299.53
TX_202606_04386,2026-06-02 03:25:26,1104.77,22.1,1082.67
TX_202606_04387,2026-06-02 04:43:00,33.69,0.67,33.02
TX_202606_04388,2026-06-01 01:49:47,478.23,9.56,468.67
TX_202606_04389,2026-06-05 23:16:03,581.84,11.64,570.2
TX_202606_04390,2026-06-02 23:14:02,74.93,1.5,73.43
TX_202606_04391,2026-06-01 12:23:54,439.28,8.79,430.49
TX_202606_04392,2026-06-05 23:24:28,1165.22,23.3,1141.92
TX_202606_04393,2026-06-02 21:44:27,1243.48,31.09,1212.39
TX_202606_04394,2026-06-01 11:55:27,1346.28,26.93,1319.35
TX_202606_04395,2026-06-03 00:25:57,633.37,12.67,620.7
TX_202606_04396,2026-06-05 11:31:50,849.76,21.24,828.52
TX_202606_04397,2026-06-05 01:34:04,1236.52,24.73,1211.79
TX_202606_04398,2026-06-01 14:09:06,663.85,13.28,650.57
TX_202606_04399,2026-06-05 02:14:08,677.84,13.56,664.28
TX_202606_04400,2026-06-04 15:25:42,454.86,9.1,445.76
TX_202606_04401,2026-06-04 11:06:59,574.07,11.48,562.59
TX_202606_04402,2026-06-03 22:21:03,56.12,1.12,55.0
TX_202606_04403,2026-06-02 02:54:33,251.19,5.02,246.17
TX_202606_04404,2026-06-01 01:50:14,996.04,19.92,976.12
TX_202606_04405,2026-06-02 09:30:20,1034.81,20.7,1014.11
TX_202606_04406,2026-06-01 15:20:55,1078.99,21.58,1057.41
TX_202606_04407,2026-06-03 21:43:54,1234.55,24.69,1209.86
TX_202606_04408,2026-06-03 03:13:44,427.6,8.55,419.05
TX_202606_04409,2026-06-03 14:37:07,1027.93,20.56,1007.37
TX_202606_04410,2026-06-04 03:46:56,423.67,8.47,415.2
TX_202606_04411,2026-06-05 03:35:53,1240.87,24.82,1216.05
TX_202606_04412,2026-06-03 06:35:00,1435.09,28.7,1406.39
TX_202606_04413,2026-06-01 18:08:29,61.04,1.22,59.82
TX_202606_04414,2026-06-01 05:57:18,526.21,10.52,515.69
TX_202606_04415,2026-06-04 09:51:20,132.41,2.65,129.76
TX_202606_04416,2026-06-05 05:00:53,1411.96,35.3,1376.66
